🉁,三
𩧳,𩢸
𩧴,駩
𩧵,𩢴
𩧶,𩣏
𩧺,駶
𩧼,𩣺
𩧿,䮠
𩨀,騔
𩨁,䮞
𩨃,騝
𩨄,騪
𩨅,𩤸
𩨆,𩤙
𩨇,䮫
𩨈,騟
𩨉,𩤲
𩨊,騚
𩨋,𩥄
𩨌,𩥑
𩨍,𩥇
𩨎,龭
𩨏,䮳
𩨐,𩧆
𩨒,肌
𩨔,尳
𩨕,𩨠
𩨖,骪骫
𩨗,骬𩨙
𩨙,𩨗胱
𩨛,䯔
𩨜,把杷
𩨝,跂䯋
𩨟,骹
𩨠,𩨕
𩨢,骱
𩨣,肪
𩨤,骶
𩨦,骱
𩨧,骱
𩨨,骴
𩨪,骱
𩨫,閫
𩨬,𩩌
𩨭,𩨷𩩆
𩨰,胅
𩨱,骴
𩨳,窟𩨸
𩨴,𩩣䯚
𩨵,肢
𩨶,骱
𩨷,𩨭𩩆
𩨸,𩨳
𩨹,胛
𩨺,骯
𩨾,危
𩨿,脢
𩩀,腦
𩩁,䯈
𩩂,頷𩩊
𩩃,骭幹
𩩆,𩨷𩨭
𩩈,䯤
𩩉,髇
𩩊,頷𩩂
𩩋,脛
𩩌,鯀𩨬𧣙𧤩
𩩎,䯏
𩩏,骸
𩩓,䯚
𩩕,垸䯘
𩩘,𣄘𣄤𩩦
𩩙,髀
𩩚,髀
𩩜,髓𩪦
𩩣,𩨴䯚
𩩦,𩩘𣄘𣄤
𩩪,𩩫
𩩫,𩩪
𩩭,㾪
𩩰,𦝨骸
𩩱,髂
𩩳,𤺄𩪪
𩩵,骺𩩽
𩩶,饜
𩩸,勒
𩩹,骾
𩩼,䯚
𩩽,骺𩩵
𩩾,䯌
𩪀,椎顀
𩪄,髓𩪦
𩪅,髀
𩪆,體
𩪇,𩪈
𩪈,𩪇
𩪉,𩔴
𩪊,僄
𩪋,螯𩪕𩪨
𩪍,軀
𩪏,髓𩪦
𩪐,膕
𩪑,鎖鏁
𩪒,髊
𩪔,𡱂
𩪕,螯𩪋
𩪖,髀
𩪗,𩪜𦠑𦠒
𩪘,𧬖膧
𩪙,臆
𩪚,髎
𩪛,𩕟骲
𩪜,𩪗
𩪝,髒
𩪟,𩪩
𩪠,膺
𩪡,臀𡱂
𩪣,臆𩪩
𩪤,𩪫𩕟
𩪥,䯍
𩪦,髓𦢪𩩜𩪄𩪏𩪷
𩪨,螯𩪋
𩪩,𩪟臆肐𩪣
𩪪,𤺄𩩳
𩪫,𩪤
𩪮,䯢髍
𩪯,髕
𩪲,䶤
𩪳,髊
𩪴,饜
𩪷,髓𩪦
𩪹,䯣
𩪻,䯦
𩪼,顴
𩪾,𤼙
𩪿,孰
𩫂,囂
𩫃,𩫏墉郭
𩫇,矮
𩫈,敲
𩫉,翯
𩫊,塔
𩫎,豪𩫕
𩫏,𬴘𩫃𩫖墉郭
𩫒,豪
𩫓,槁
𩫕,豪𩫎𩫚𩫞
𩫖,𩫏𠆀𨽏
𩫚,豪𩫕
𩫞,𩫕豪
𩫠,𡥹𩍯
𩫦,髞
𩫧,垣
𩫨,城
𩫩,郭
𩫪,陴
𩫫,陴𡦟
𩫭,堵
𩫮,陴
𩫯,博
𩫰,樓
𩫱,墉
𩫳,囂嚻
𩫴,𩬜
𩫷,髦
𩫹,𩫿
𩫺,𩬷
𩫽,聖
𩫾,𩭯
𩫿,鬇𩫹𩬒𩬓
𩬁,髺
𩬂,𩯰
𩬃,髮
𩬄,䰏𩯰
𩬆,髩鬢
𩬇,髮
𩬈,髲
𩬉,䯰
𩬊,𤌩髮
𩬋,䯱
𩬌,髡
𩬐,䯰
𩬑,𨱬
𩬒,鬇𩫿
𩬓,鬇𩫿
𩬔,𩰂
𩬕,髮
𩬗,𨱧
𩬘,𩯨
𩬛,𩬰
𩬜,𩫴
𩬝,仿髣
𩬞,䯶鬘
𩬡,嗟
𩬢,𩬷
𩬣,𩭙
𩬤,𩰀
𩬫,𩯈
𩬬,𩮗
𩬯,𩯨
𩬰,𩬛髸
𩬲,鬄
𩬴,髬䯱
𩬶,肆
𩬷,𩫺𩬢
𩬼,𩭤𩮰
𩬽,𩭼𩭚
𩬾,𩭯
𩭃,髽
𩭄,䰂
𩭅,翳
𩭇,𩮞
𩭈,鬘
𩭉,髼
𩭋,髡
𩭍,䯽
𩭏,𩭝
𩭑,䦊
𩭓,𩮈
𩭘,髤髹
𩭙,𩬣
𩭚,𩭼𩬽
𩭝,𩭏騀
𩭞,肆𨽸
𩭠,鬜
𩭤,總𩬼鬉
𩭦,鬌
𩭧,𩔹𨲋𩔾
𩭨,鬈
𩭪,䘿镼
𩭯,𩬾𩫾丫
𩭱,鬊
𩭲,䯼
𩭸,䯽
𩭹,鬖
𩭺,副𩯅
𩭻,䭮
𩭼,𩬽𩭚䯽
𩭾,髦髳
𩮀,總鬆𩮰騣䰌
𩮁,鬜𩮝
𩮂,𩮝
𩮃,𩮸𩮶
𩮅,𩮸
𩮆,𩮜
𩮇,䰓
𩮈,𩭓
𩮉,鬘䰓
𩮒,鬘
𩮓,鬣
𩮗,碰䰃𩬬
𩮙,髶
𩮜,剃𩮆
𩮝,𩮂𩮁
𩮞,𩯬𩭇
𩮡,䰒
𩮢,髽
𩮣,鬋
𩮦,鬊
𩮬,蓊
𩮮,鬣
𩮰,𩮀𩬼
𩮲,鏟
𩮳,𩯧顠
𩮴,𣯧
𩮵,𩮾
𩮶,𩮃𩮸
𩮸,𩮅𩮃𩮶
𩮺,鬘
𩮽,𩯏
𩮾,𩮵
𩯁,𫙂
𩯃,髬
𩯅,𩭺
𩯆,𬴨
𩯈,𩬫
𩯉,撮
𩯎,鬇
𩯏,𩮽
𩯐,鬊
𩯑,𩯟鬖
𩯒,𩯳
𩯓,鬣
𩯗,黳
𩯙,鬟
𩯚,鬌
𩯝,鬣
𩯟,𩯑鬖
𩯠,鬘䰓
𩯢,䭮
𩯣,鬉
𩯤,氈氊
𩯦,䯾
𩯧,𩮳
𩯨,𩬯𩬘
𩯩,鬇
𩯫,鬢𩯭
𩯬,𩮞
𩯭,𩯫鬢
𩯯,𩰃
𩯰,𩬂䰏𩯶𩯷𩰁𩬄
𩯱,㲫
𩯳,𩯒纂𨲽𨳄䰖
𩯶,𩰁𩯰
𩯷,𩯰
𩯸,䰈
𩯻,鬣
𩯾,鬞
𩯿,䰎
𩰀,𩬤
𩰁,𩯶𩯰
𩰂,𩬔
𩰃,𩯯
𩰅,鬇
𩰆,鬣
𩰇,鬣
𩰊,丮鬥
𩰋,𠨭鬥
𩰍,𨳲
𩰎,𨳮
𩰏,𨳚𩰟
𩰐,𩰞
𩰑,鬭鬥
𩰒,鬭鬥
𩰓,鬨闀
𩰔,琴
𩰕,鬩
𩰖,鬭鬥
𩰗,𨷚𩰝
𩰘,鬮
𩰙,闟
𩰚,鬬鬭鬥
𩰜,𩰟
𩰝,𩰗
𩰞,𨳴䦵𩰐
𩰟,紛𨳚𨷹𩰏𩰜
𩰠,糈
𩰡,𩰢
𩰢,𩰡駛
𩰣,爵
𩰤,秬
𩰥,爵
𩰦,爵
𩰧,爵
𩰨,爵
𩰪,鬱𩏴
𩰫,鍋𩰬𩰮
𩰬,鍋𩰫咼
𩰭,鍋
𩰮,鍋𩰫
𩰯,糊𪏻𩱍
𩰰,𩰹
𩰱,鬺𩱐𩱑䵼
𩰲,鬲
𩰴,胹
𩰵,垣
𩰷,鬷
𩰸,炒
𩰹,𩰰
𩰼,鬷
𩰽,鬷
𩰾,沸𩱎𩱣
𩰿,鬵
𩱀,鬺
𩱁,羹
𩱂,炒
𩱃,餰𩱡䭈
𩱄,腝𩱊
𩱅,鬷
𩱇,鬲
𩱈,炒𩱦
𩱉,釜鬴鬲
𩱊,胹𩱄
𩱋,烹羹
𩱌,鬻
𩱍,糊𩱒𩰯
𩱎,沸𩰾
𩱏,熬
𩱐,鬺𩰱
𩱑,𩰱鬺
𩱒,𩱍
𩱓,餌㢽
𩱔,鬲
𩱕,鬵
𩱖,餗
𩱗,醯
𩱘,䙐𩱝
𩱙,鬻𩱱𩱢𩱯
𩱚,鋍餑
𩱛,總奏鬷
𩱜,𩱨
𩱝,𩱘
𩱟,粥
𩱠,鬵𢑋
𩱡,餰𩱃𩱤䭈
𩱢,𩱱𩱙
𩱣,沸𩰾
𩱤,餰𩱡䭈
𩱥,齋𩱳
𩱦,炒𤌉𤌽𤑵𩱈𢐨𢐺
𩱧,羹
𩱨,𩱜
𩱩,鬵
𩱫,餗𩞌𩞍
𩱬,淋
𩱭,甑
𩱯,饘𩱙
𩱰,煮䰞
𩱱,鬻𩱙𩱢
𩱲,𩱶瀹
𩱳,齋𥚪𩱥
𩱵,𩱷粖
𩱶,𩱲
𩱷,粖𥹅𥽘𩱵𩱸
𩱸,𩱷𥽘粖
𩱹,魑
𩱽,𩲄
𩱿,魅鬽
𩲀,魅
𩲄,𩱽
𩲅,魁
𩲈,嵬魅鬽
𩲉,魅
𩲊,㚪
𩲌,𩲠
𩲏,𩲜
𩲐,魅鬽
𩲑,魅鬽呍
𩲒,𩳤
𩲓,夭
𩲔,魁
𩲘,耄
𩲙,魁
𩲚,鬼
𩲛,魍
𩲜,𩲏
𩲝,魅
𩲞,鬼
𩲠,仿放防𩲌
𩲡,鬼
𩲢,魅
𩲣,𩲳
𩲥,䰡
𩲫,䰡
𩲳,𩲣
𩲶,魑
𩲸,魄
𩲺,𩳘𩴳
𩲼,䰧
𩲽,聭
𩲿,魅鬽
𩳀,魑
𩳁,䰡
𩳂,䰡
𩳃,𩳙𩴇
𩳉,鬼
𩳋,𩴳
𩳐,𩴔
𩳑,𩴑
𩳖,𩳵
𩳘,𩲺𩴇𩴳
𩳙,𩳃𩴇𩴳
𩳟,魅
𩳠,䰥魊
𩳢,殗䄋𥚫
𩳣,鬾
𩳤,𩲒倀
𩳦,魑䰡
𩳩,魑
𩳪,魅
𩳭,魁
𩳮,魎
𩳰,䰧
𩳱,䰠
𩳴,𫙌
𩳵,𩳖
𩳷,𩏐
𩳹,鬼
𩳺,魗醜
𩴆,𩴪
𩴇,𩳘𩳃𩳙𩴳
𩴈,魅
𩴊,𩴑
𩴋,䰠
𩴌,𩴵
𩴎,魅
𩴑,𩳑𩴊
𩴓,𩴗𩴴
𩴔,𩳐
𩴕,魙
𩴗,𩴓
𩴚,𩵃
𩴛,𩴥魖虛
𩴟,䰩
𩴢,䰬
𩴥,𩴛
𩴪,𩴆魕
𩴭,魑
𩴱,𩴸
𩴳,𩲺𩳋𩳘𩳙𩴇
𩴴,𩴓
𩴵,𩴌
𩴶,䰰
𩴷,䰯
𩴸,𩴱
𩴹,𩵅
𩴻,𩴼
𩴼,𩴻
𩴿,鬼
𩵀,𧢥䚖𩵁𩵂䰱䰭
𩵁,𩵀
𩵂,𩵀
𩵃,𩴚
𩵅,𩴹
𩵉,𩵊
𩵊,𩵉
𩵋,魚
𩵌,鰷
𩵍,鯄
𩵎,漁篽籞
𩵏,𩵐魤𩺲
𩵐,𩵏𩺲
𩵒,䰾
𩵓,肋
𩵔,鮀
𩵗,魢
𩵙,鯨
𩵚,𬶂
𩵠,𩹷
𩵡,𩷁魤
𩵤,𩷍
𩵦,𫠏
𩵧,鯕
𩵨,魫
𩵩,𩽺
𩵪,𩶤鱀
𩵫,魫
𩵬,斛
𩵮,魦鯊
𩵯,魱
𩵰,焦燋
𩵱,𬶉
𩵶,魭
𩵷,𩶅魱
𩵸,魧
𩵹,𩽻
𩵺,𬶈
𩵼,鮁
𩵾,魣
𩶀,𬶅
𩶁,𫚎
𩶃,䱏
𩶅,𩵷𩶪
𩶆,鮆𩹻魩
𩶉,餔𧉩鯆
𩶊,鰥
𩶋,䱕
𩶌,𪗨
𩶍,鱷
𩶑,魯
𩶘,䲞
𩶚,䰽
𩶜,𩷏𩶦
𩶠,鮰回
𩶡,𩶶䲛
𩶣,鯛
𩶤,𩵪
𩶦,𩶜
𩶧,𩶿鯦
𩶨,魾
𩶪,𩶅
𩶫,鮞
𩶬,鰣
𩶭,鯃
𩶮,鮬
𩶰,𩽿
𩶱,𩽽䖳
𩶶,鯍𩶡𩷮䲛
𩶼,𩻈䱨
𩶽,鮤
𩶿,𩶧
𩷁,𩵡
𩷃,鰠
𩷆,鱠
𩷋,鱧
𩷍,𩵤䱛
𩷏,𩶜
𩷑,鰋
𩷒,𬶒䰼
𩷔,𩺵
𩷕,䱶
𩷗,𩷬
𩷙,蚌䰷
𩷛,䱻
𩷜,鱷
𩷟,𩾉
𩷤,鰶
𩷬,𩷗
𩷮,鯍𩶶
𩷯,𤃖
𩷰,𩾄
𩷱,鱀
𩷷,䲊
𩷸,魴
𩷹,罩
𩷺,鮒
𩷻,鮚
𩷼,鱦
𩷾,鮨
𩷿,鮀𩸻
𩸂,魵鱝
𩸃,𩾅鮸
𩸄,𫚝
𩸅,鮒
𩸆,𬶖䱒
𩸇,𩸖𩸋
𩸈,𩹑
𩸉,鮍
𩸊,鮊
𩸋,𩸖𩸇
𩸌,魦
𩸏,鰈
𩸖,𩸋𩸇
𩸙,𩸺
𩸛,鯔
𩸠,䱬
𩸡,𫚟
𩸢,鯏鯬
𩸣,𬶙
𩸤,𬶚
𩸦,𩾆𩸧
𩸧,𩸦
𩸩,𬶝𩸪鯇
𩸪,𩸩
𩸫,𩺖
𩸬,𬶜
𩸺,𩸙
𩸻,鮀𩷿
𩸼,鮡
𩸿,鱍
𩹁,鮩
𩹃,䱮
𩹄,𩼟
𩹆,䱠𩻣
𩹇,䱓
𩹉,鯡
𩹊,𬶦
𩹋,䱱
𩹌,鰥
𩹏,鮊
𩹐,鯁
𩹑,𩸈
𩹒,鮤
𩹝,𬶡
𩹟,䱞𩺚
𩹡,𬶘
𩹣,鮡
𩹤,鰍
𩹧,鰺
𩹲,鯆
𩹳,䲃𧎫
𩹴,䱤
𩹷,𩵠
𩹸,鱤
𩹹,鱯
𩹺,鱳𩽏
𩹻,魮𩶆
𩹽,𬶩鰋
𩹾,𩺈魶鮎
𩹿,鮥
𩺀,鯽𩼿
𩺁,鮝鯗
𩺂,鯿鯾
𩺃,鮓䱹鮺
𩺅,鯔
𩺆,鮓
𩺇,鰬
𩺈,𩹾
𩺊,𪥣
𩺓,𩺪
𩺖,𩸫
𩺙,鱎
𩺚,𩹟䱞
𩺜,鰡
𩺝,𬶪
𩺟,鯸
𩺠,𩻎
𩺪,𩺓
𩺭,鰧
𩺮,鱳
𩺯,𩻀
𩺰,魚
𩺲,𩵏𩵐
𩺳,魦鯊
𩺴,鰻
𩺵,𩷔
𩺶,䲌
𩺷,鮅
𩺸,鯬䱘
𩺹,鮒
𩺺,鱀
𩺻,鰪
𩺼,鯆
𩺽,鰒
𩺾,𩻯𩻜
𩻀,𩺯
𩻄,鰥
𩻅,𩽅
𩻈,𩶼
𩻉,䲀
𩻊,𩼭
𩻋,鯤
𩻌,𩻳
𩻍,䲁
𩻎,𩺠
𩻖,鰋
𩻗,𫚨
𩻘,𩻾
𩻙,鰐鱷
𩻛,䲋
𩻜,𩻿鱗𩺾
𩻞,鱬
𩻟,鮪
𩻠,鰻
𩻡,鮦
𩻢,鮓鮺
𩻣,䱠𩹆
𩻥,鰎
𩻦,鰺鱢
𩻧,𬶯
𩻨,鯔𩞮
𩻬,𫚩
𩻮,𫚘
𩻯,𩺾
𩻰,𬶰
𩻱,𬶱
𩻲,鰥鱞
𩻳,𩻌鯬
𩻴,鰥
𩻵,鰈鰨
𩻶,䱜
𩻷,鱦
𩻸,𬵯
𩻼,𩼍
𩻾,𩻘
𩻿,𩻜
𩼂,䲊
𩼃,鯨
𩼆,鯉
𩼇,𩾍䱗𩽐
𩼉,蚶魽
𩼋,䲜
𩼍,𩻼
𩼎,𩼢
𩼏,䲊
𩼐,䲊
𩼑,鰦
𩼔,𬶶𩼖
𩼕,鯼
𩼖,𩼔
𩼘,鱵
𩼚,鯽
𩼜,鰿𧐐
𩼝,鱨嘗
𩼞,鯉
𩼟,𩹄
𩼠,蟹䲒
𩼡,鰲
𩼢,𩼎
𩼥,䱡
𩼧,鱦鯿
𩼩,鱗
𩼪,漁
𩼫,鮓鮺𩽫
𩼬,𩽛
𩼭,𩻊
𩼮,鮓
𩼱,鰿
𩼵,鰒
𩼶,𫚬
𩼷,𩼸
𩼸,𩼷
𩼻,鮓鮺
𩼼,𩽦鱣䱳
𩼽,鯬
𩼾,鰾
𩼿,鯽𩺀
𩽅,𬶸𩻅
𩽇,𩾎
𩽈,𬶳
𩽌,蠵𩽨
𩽏,𩹺
𩽐,䱗𩼇
𩽓,䲚
𩽔,𬶹
𩽕,鱯
𩽘,䱡
𩽚,黴鰴
𩽛,𩼬
𩽞,鯤
𩽟,鮓
𩽠,鰂
𩽣,鱴
𩽦,𩼼
𩽨,蠵𩽌
𩽫,鮓𩼫鮺
𩽬,鱸
𩽯,鰾
𩽱,𧖞鱣
𩽵,鱧
𩽶,鱏鱘
𩽷,𬶻
𩽹,魥
𩽺,𩵩
𩽻,𩵹
𩽼,鯶
𩽽,𩶱
𩽾,鮟
𩽿,𩶰
𩾀,鮕
𩾁,鯄
𩾂,䲖
𩾃,鮸𩾅
𩾄,𩷰
𩾅,𩸃𩾃
𩾆,𩸦
𩾇,鯱
𩾈,䱙
𩾉,𩷟
𩾊,䱬
𩾋,䱰
𩾌,鱇
𩾍,𩼇
𩾎,𩽇
𩾏,焉
𩾐,𬷻鳦
𩾑,鳥
𩾒,𬷽梟𩾓
𩾓,梟𩾒
𩾔,𩾕𨾅
𩾕,𩾔
𩾖,鳧
𩾗,𨾆鳭鷦䳂
𩾘,鴱
𩾛,鳩𡰎
𩾜,鳨
𩾝,鳱鴈
𩾟,𩾣雀
𩾡,鴇
𩾢,弋鳶隿
𩾣,𩾟梟
𩾤,鶻
𩾥,鶻𩿆
𩾦,鴈
𩾨,鳵
𩾬,𩾱𪀃𪀤
𩾭,鳶
𩾮,鴢
𩾯,鴻
𩾰,雌
𩾱,𪀃𩾬𪀤
𩾲,鶻𩿃
𩾳,鴔
𩾴,䲸
𩾵,𡰎鷲
𩾶,䲯
𩾷,𨾓鳶
𩾸,鴈
𩾹,鵂
𩾺,鴆
𩾻,鶻
𩾾,鵁
𩾿,𨾝𪄇
𩿁,䲦
𩿂,𣯑㲝
𩿃,鴝𩾲𩿖𪀽
𩿄,牄
𩿅,𫠖雄
𩿆,鶻𩾥
𩿇,鳸雇
𩿈,翂𪂔鳻
𩿉,鳻
𩿊,歡鴅
𩿋,梟
𩿌,𩿞
𩿎,𩿗鴉
𩿐,鶳
𩿑,𪀷憍
𩿒,鴟
𩿖,鶴鸖𩿃
𩿗,𩿎鴉
𩿛,䲪
𩿜,䴅
𩿝,𪀏
𩿞,𩿌
𩿢,𨾨
𩿤,𫛠
𩿥,鸍
𩿦,䳅
𩿧,𨾪
𩿨,鴟
𩿩,鴝鵽
𩿪,𪉄
𩿫,雁鳱
𩿭,䳙
𩿮,雛鶵
𩿱,𬸃鳿
𩿷,鷤
𩿸,䲾
𩿺,𬸁
𩿼,鴨
𩿾,鵬
𩿿,雛
𪀀,鸨鴇䳈
𪀁,鴚鴐
𪀂,鴢
𪀃,𩾱𩾬
𪀇,䲹
𪀈,鵷
𪀉,𬸂鴚𪃿
𪀊,鴝
𪀋,鴨
𪀌,鴨
𪀍,䲬
𪀏,鳩𩿝
𪀐,鴔
𪀒,䳀鴩
𪀔,𪃝
𪀖,𫛧鶖
𪀗,𨾼
𪀙,𪃪鵒
𪀚,䲲𪁿
𪀛,𬸉
𪀝,鳶鶚
𪀠,𪀽
𪀡,𪅅
𪀢,鵩
𪀣,鵴鶖
𪀤,𩾱鴻𩾬
𪀦,𪉅𪀸鵣䳵𪄪𪆵鶒鷘
𪀧,䳓
𪀨,鴉
𪀩,𡖾雛鴆鶵
𪀪,鵂
𪀫,雛鶵
𪀷,𩿑
𪀸,𪀦鷘
𪀹,鴉
𪀻,𬸋
𪀼,鵀
𪀽,𪀠𩿃
𪀾,𪉋
𪁀,鷸
𪁁,鵴
𪁂,𪈮
𪁈,𪉉𪅖𪂹
𪁉,鵁
𪁊,鷙
𪁌,鶂鶃
𪁎,䳂
𪁐,𬸎鵹鸝𪇺
𪁑,𬸑
𪁒,𪁪𨿙
𪁕,𪁾
𪁖,𪉌鴝
𪁗,鄥鴨
𪁙,鼯
𪁛,𨿒
𪁜,𬸏
𪁝,鴰
𪁟,鵪䳺
𪁠,鴂鴃
𪁡,雁
𪁢,鴋鶭
𪁣,鴇
𪁤,鵍
𪁥,鶨
𪁦,鷉鷈
𪁧,䳲鷐
𪁨,鴨
𪁩,雉鵜
𪁪,𨿙𪁒
𪁭,鵏
𪁯,鷉
𪁰,雉
𪁱,𬸐
𪁴,𪁵
𪁵,𪁴
𪁷,𪅮
𪁹,𪂏𪂞
𪁺,𨿰𪄹
𪁻,鷙
𪁽,𪅄
𪁾,𪁕𨾘鴁䴈
𪁿,𬸔𪀚
𪂀,𪂥
𪂁,𪅮鴓
𪂂,鶾
𪂃,鵯
𪂆,𪉎𨾧𩀔𩀃鴖𪃔𪃯𨿹𪃖
𪂈,𬸖
𪂉,𪂵
𪂊,鴕
𪂋,𪂪
𪂍,𪃤𪃇
𪂎,鶉
𪂏,𪁹𪂞
𪂐,鵐鷡
𪂑,鴟
𪂓,岨鴡雎
𪂔,翂𩿈鳻
𪂖,鵩
𪂚,鵱
𪂛,𪃖
𪂝,鶇
𪂞,𪂏𪁹
𪂟,䳤鷩
𪂡,䳟
𪂢,鴈
𪂣,鷕
𪂥,𪂀
𪂦,鵷𪂧
𪂧,䳃𪂦𪂭
𪂨,𪅮
𪂩,𬸗
𪂪,𪂋
𪂫,𬸓
𪂭,𪂧䳃
𪂴,鶄𨿬
𪂵,𪂉
𪂷,𪃶
𪂸,鷫
𪂹,𪃣𪁈
𪂻,鵪䨄𩀂
𪂼,𪃥
𪂽,鳻
𪂾,𪃓
𪂿,鶗
𪃀,𪆹
𪃁,鴇
𪃃,鴔
𪃇,𪂍𪃈
𪃈,𪃤𪅸𪄾𪃇
𪃉,𩀋
𪃊,翪
𪃋,鸇
𪃌,鸉
𪃍,𪉐顒𩀍䴁
𪃎,𪃎
𪃎,𪃎
𪃏,𪉏
𪃐,𪃦𪃧
𪃒,𫛻
𪃓,𪂾
𪃔,𪂆
𪃕,鵅鴼
𪃖,𪂛𪂆
𪃗,䳦
𪃘,鳶
𪃙,𪃲
𪃚,䳳
𪃜,鶷
𪃝,𪀔
𪃟,鷇
𪃠,鶒
𪃣,𪂹𪆊
𪃤,𪃈𪂍
𪃥,𪂼
𪃦,𬸙𪃐
𪃧,𫛹𪃐
𪃩,鶖
𪃪,𪀙鵒
𪃬,鵪
𪃮,𬸟
𪃯,𪂆𨾧𩀃
𪃰,鶰
𪃱,䳧
𪃲,𪃙
𪃶,䳧𪂷
𪃹,鶺䳭
𪃻,䳮
𪃼,𪄛
𪃽,䳕
𪃿,𬸠鴚𪀉
𪄃,鸇
𪄄,鵰
𪄅,𬸌𪄅
𪄅,𪄅
𪄆,𪉔𪄢
𪄇,𩾿
𪄉,雝
𪄊,翵
𪄋,𪅮𪄰
𪄌,𪅷
𪄍,鶚
𪄐,鸇
𪄑,鷫
𪄓,䳹
𪄕,𪉒
𪄗,𪇂
𪄘,鷮
𪄙,鶯
𪄛,𪃼
𪄜,鶳
𪄞,雛鶵
𪄟,鸇
𪄠,鶒
𪄢,𪄆
𪄩,鶽
𪄪,𪀦䳵
𪄫,鵌
𪄮,雇顧𪆚
𪄰,𪅮𪄋
𪄱,𪆡𪄲
𪄲,𪄱
𪄳,𪍇
𪄵,鵋
𪄶,𩀦
𪄹,𩀯𪁺𨿰
𪄺,䳹
𪄻,𪅖
𪄼,鷕
𪄽,𪆪𪇄鷇㲉
𪄾,𪃈
𪄿,難𩀏𩀙𩁣𩁩𩁲𪇠𪅀𪇼
𪅀,難𪄿
𪅁,䳳
𪅂,𫜂
𪅃,𬸤
𪅄,𪁽
𪅅,𪀡
𪅆,鸝𧅯
𪅊,雉
𪅌,鸝
𪅍,鶒鷘
𪅎,鵮
𪅏,𪆪
𪅖,𬸥𪁈𪄻𪆊
𪅗,鸝
𪅘,鷒
𪅚,䳮
𪅛,鷜
𪅜,𬷿䳷𩀨
𪅟,𩀬鷛
𪅡,鷚
𪅢,鸋
𪅮,𪂁𪁷𪂨𪄋𪄰
𪅯,鴻
𪅰,䧾鵨
𪅱,鸀
𪅳,鶹
𪅴,鶚
𪅶,氅
𪅷,𪄌
𪅸,𪃈
𪅽,𩀿
𪅾,𬸨䳢鶀
𪅿,𩁌𩀶
𪆁,𪆗
𪆂,𩁋𪆫𪆺
𪆃,𬸫鷻
𪆄,鷦
𪆅,鷦
𪆆,鵵
𪆇,𪇘
𪆈,䳿
𪆉,鷇
𪆊,𪅖𪃣
𪆋,擷
𪆌,䳟
𪆍,鳳
𪆔,鷦
𪆖,鷧
𪆗,𪆁
𪆙,鷢
𪆚,𪉂顧𪄮
𪆜,鸝
𪆝,鷻
𪆞,翷
𪆟,𪆵鶒
𪆡,𪄱
𪆢,鸋
𪆥,𫛕
𪆨,鴖
𪆩,鷲𩀻
𪆪,𪅏𪇄𪄽鷇
𪆫,𪆂
𪆭,鷫
𪆮,鴓鸋
𪆰,𬸭
𪆳,巂
𪆴,𬸮𩀁䳫
𪆵,𪆟𪀦鷘
𪆸,鶻
𪆹,𪃀
𪆺,𪆂𩁋
𪆻,𩁏
𪆼,鸓
𪆽,鷺
𪆾,鶉
𪇀,鷇
𪇂,𪄗
𪇄,𬸬鷇𪆪𪄽㲉
𪇅,𪇳
𪇆,鸀
𪇉,𪇛
𪇊,鸊鷿𩁊
𪇑,𪈧
𪇔,鷀鶿
𪇕,𪇧𧵯䨈
𪇖,𬸡
𪇗,𩁡
𪇘,𬸍𠷎𪆇
𪇙,鵴𪇢
𪇚,鸉
𪇛,𪇉
𪇝,鵌
𪇠,難𪄿
𪇡,鸌
𪇢,鵴𪇙
𪇣,𪈨
𪇦,鶴
𪇧,𪇕䎙
𪇬,鸒𩁕
𪇭,𩁞
𪇮,鸇
𪇰,𩁠鸔𪈫𪈚
𪇳,𪉕𪇅𪈁
𪇴,𩁝𪈛
𪇶,鷦
𪇷,𪈙𪈟
𪇸,鷺鸕
𪇹,𦒦
𪇺,鸝𪁐鵹
𪇼,難難𪄿
𪇽,歎
𪇾,鸝
𪇿,鷹
𪈁,𪇳
𪈄,鷸
𪈅,鵴𪈓
𪈈,𪈐
𪈉,䲻
𪈌,鸀
𪈍,鵪
𪈏,燕
𪈐,𪈈鵣
𪈒,鸕
𪈓,鵴𪈅
𪈔,鷽
𪈕,鸍
𪈖,𪈟
𪈗,𬸄鸗
𪈙,𪇷𪈟
𪈚,𪇰鸔
𪈛,𪇴
𪈜,鷜
𪈝,鴒䴒
𪈞,鷇
𪈟,𪈖𪈙𪇷
𪈡,鸑
𪈢,鵴
𪈣,鵴
𪈤,鸚
𪈥,巂雟
𪈦,鸓
𪈧,𪇑
𪈨,𪇣𪈬
𪈩,鸛
𪈪,鷱鷎
𪈫,𪇰鸔
𪈬,𪈨
𪈮,𪁂𪈿
𪈯,鶴
𪈰,罗
𪈳,鸝
𪈵,鵬鳳
𪈶,鷻
𪈷,鷻
𪈹,鸝
𪈺,鸀屬
𪈻,鸛
𪈼,鳥
𪈿,𪈮
𪉀,鸓䴎
𪉂,䲰𪆚
𪉃,鳼
𪉄,𩿪
𪉅,𪀦
𪉆,鴲
𪉈,鴜
𪉉,𪁈
𪉊,鷨
𪉋,𪀾
𪉌,𪁖
𪉍,鵚
𪉎,𪂆
𪉏,𪃏
𪉐,𪃍
𪉑,鷔
𪉒,𪄕
𪉔,𪄆
𪉕,𪇳
𪉖,鹵塷
